function,backend,dtype,n,max_ulp,p99_ulp,median_ulp,frac_gt1,frac_gt10,max_abs_err,nonfinite_mismatch,worst_x,worst_got,worst_ref,vec_scalar_mismatch,default_tol_fail,op_tol_fail,op_rtol,op_atol,seconds
sinc,jax,f64,616,2.1879707685167666e+307,7.889987626810099e+306,0.42373465550987727,0.362012987012987,0.30357142857142855,1.2234543890141114e-16,0,-100000.0,-1.0810011908290048e-16,0.0,,,,,,0.06
entr,torch,f32,114,1.1350274734298482,1.0759389970640951,0.3162401817450081,0.03508771929824561,0.0,0.04649702273309231,0,1.2212691019128382e-18,5.0373244587837804e-17,5.037324834332869e-17,0,0,0,1.3e-06,1e-05,0.01
entr,scipy,f32,114,0.49999999006589224,0.4998019092507334,0.27104989786207023,0.0,0.0,0.04649702273309231,0,0.9999999403953552,5.9604641222676946e-08,5.960464299903375e-08,,,,,,0.0
entr,jax,f32,114,16225700.917198308,12762511.37834549,0.3720925628297342,0.17543859649122806,0.14035087719298245,0.04649702273309231,0,5.025378591715589e-40,-0.0,4.547409955572753e-38,,,,,,0.32
entr,torch,f64,611,1.2205598033418896,0.9861725494721797,0.30258118625592234,0.009819967266775777,0.0,2.3283064365386963e-10,0,5.74909297575092e-120,1.5784776884583402e-117,1.57847768845834e-117,0,0,0,1e-07,1e-07,0.02
entr,scipy,f64,611,1.2205598033418896,0.9861725494721797,0.30258118625592234,0.009819967266775777,0.0,2.3283064365386963e-10,0,5.74909297575092e-120,1.5784776884583402e-117,1.57847768845834e-117,,,,,,0.02
entr,jax,f64,611,1.2205598033418896,0.9861725494721797,0.30258118625592234,0.009819967266775777,0.0,2.3283064365386963e-10,0,5.74909297575092e-120,1.5784776884583402e-117,1.57847768845834e-117,,,,,,0.34
bessel_j0,torch,f32,619,23908.484114829393,3631.36527537263,0.49451196444637735,0.3715670436187399,0.17447495961227788,2.7833138726220293e-06,0,-4774.5205078125,0.0009836435783654451,0.000980860264492823,0,0,0,1.3e-06,0.0001,0.07
bessel_j0,scipy,f32,619,0.49451196444637735,0.48800496892688305,0.1274030387010572,0.0,0.0,2.9475209939455738e-08,0,-0.0005969249759800732,0.9999999403953552,0.9999999109201453,,,,,,0.06
bessel_j0,torch,f64,619,37850141337.35888,98974344.00141722,0.8824743044366685,0.46849757673667203,0.2827140549273021,3.170823850706661e-07,0,-5.612597255954966,0.03117545001451308,0.03117558133357057,0,4,0,1e-07,1e-05,0.06
bessel_j0,scipy,f64,619,24.750620561318197,12.528460557046902,0.48367045299080813,0.2665589660743134,0.012924071082390954,2.3592239273284576e-16,0,-74.62935686310145,0.0013720894163941546,0.0013720894163941491,,,,,,0.06
bessel_j1,torch,f32,619,21209.48461498985,7644.291229961262,0.9999930201078244,0.3667205169628433,0.19063004846526657,2.4691089772375593e-06,0,-5743.77392578125,-0.001650876016356051,-0.0016484069073788134,0,0,0,1.3e-06,0.0001,0.07
bessel_j1,scipy,f32,619,0.5,0.4930883169391395,0.12557160195639938,0.0,0.0,2.4977001578108116e-08,0,-1.401298464324817e-45,-0.0,-7.006492321624085e-46,,,,,,0.06
bessel_j1,torch,f64,619,5230605243.972822,927851040.2641443,1.0110671007735084,0.5072697899838449,0.2859450726978998,2.9035691873069425e-07,0,-5.1171730071146095,0.33839099533492256,0.33839070497800383,0,2,0,1e-07,1e-05,0.07
bessel_j1,scipy,f64,619,175.5,7.22086721293451,0.7088563556362744,0.3651050080775444,0.009693053311793215,1.1102230246251565e-16,0,2.225073858507201e-308,1.112536929253687e-308,1.1125369292536007e-308,,,,,,0.06
bessel_y0,torch,f32,609,7373.578014471185,3691.7324052908884,0.9648597546523511,0.48440065681444994,0.17733990147783252,2.3452165731586636e-06,0,10000.0,0.0036460887640714645,0.0036478055589866058,0,0,0,1.3e-06,0.0001,0.57
bessel_y0,scipy,f32,609,0.49955560777246616,0.4941746464678135,0.23611722347736216,0.0,0.0,4.7592961394116173e-07,0,7582.27734375,-0.006754625588655472,-0.006754625821279179,,,,,,0.56
bessel_y0,torch,f64,609,2601954222.8070865,381913415.62796843,0.896549600546853,0.4663382594417077,0.28078817733990147,9.326487471206235e-08,0,7.1574435238061005,0.02129938653809584,0.021299395565437987,0,0,0,1e-07,1e-05,0.51
bessel_y0,scipy,f64,609,284.12229601847406,15.439879924135884,0.6166795750632049,0.3185550082101806,0.0180623973727422,3.552713678800501e-15,0,3.929378577720011,0.01143129259320258,0.011431292593202087,,,,,,0.51
bessel_y1,torch,f32,609,37612.57916762933,12358.2348474284,0.7545634582597401,0.39901477832512317,0.18883415435139572,5.203491099178791,0,8315.080078125,0.0006077780271880329,0.0006099673674423031,0,0,0,1.3e-06,0.0001,1.71
bessel_y1,scipy,f32,609,0.49995263052102173,0.4981124519648688,0.2546169171701496,0.0,0.0,1.9989750534296036,0,37.66690444946289,-0.0898708775639534,-0.08987087383901603,,,,,,1.7
bessel_y1,torch,f64,609,3933038818638.1807,520334682.50555897,0.8419811640111244,0.43842364532019706,0.2742200328407225,6.53396474772916e-07,0,5.426972188858921,0.0009216737217710214,0.0009221001426941852,0,4,0,1e-07,1e-05,1.64
bessel_y1,scipy,f64,609,207177.07681323236,16041.104910196707,0.7922864142445011,0.40558292282430214,0.19376026272577998,7.450580596923828e-09,0,3461.242704979875,9.347907270294435e-05,9.347907270575212e-05,,,,,,1.64
modified_bessel_i0,torch,f32,619,2.5782801855977944,2.225690209834931,0.594459192094437,0.2956381260096931,0.0,8.30231797715785e+25,0,-0.015616054646670818,1.000061273574829,1.0000609662198798,0,0,0,1.3e-06,0.001,0.05
modified_bessel_i0,scipy,f32,619,0.4933320607054114,0.481014545689629,0.07313334768359425,0.0,0.0,7.171932513909403e+25,0,-0.1660783737897873,1.006907343864441,1.0069074026742053,,,,,,0.05
modified_bessel_i0,torch,f64,619,3.4616014323090676,2.5640214132385624,0.670594697627618,0.2940226171243942,0.0,2.8823037615171174e+17,0,-8.86630168417831e-06,1.000000000019652,1.0000000000196527,0,0,0,1e-07,1e-05,0.05
modified_bessel_i0,scipy,f64,619,3.4616014323090676,3.29928283104146,0.6681654533338748,0.3295638126009693,0.0,2.8823037615171174e+17,0,-8.86630168417831e-06,1.000000000019652,1.0000000000196527,,,,,,0.05
modified_bessel_i1,torch,f32,619,5.560520305386801,3.9999999866087568,0.9981500611079995,0.40387722132471726,0.0,8.01534731186511e+25,0,-7.5222578048706055,-254.8679962158203,-254.86791136901388,0,0,0,1.3e-06,0.001,0.06
modified_bessel_i1,scipy,f32,619,0.5,0.4925715169403999,0.07048878350167428,0.0,0.0,7.458903179202144e+25,0,-1.401298464324817e-45,-1.401298464324817e-45,-7.006492321624085e-46,,,,,,0.05
modified_bessel_i1,torch,f64,619,7.692515011445035,3.5840245220452442,1.0137524348080496,0.5040387722132472,0.0,2.8823037615171174e+17,0,-7.522257842369878,-254.86792036483678,-254.867920364837,0,0,0,1e-07,1e-05,0.06
modified_bessel_i1,scipy,f64,619,4.753128228268974,4.520077168038971,1.1014150644083807,0.5638126009693053,0.0,2.8823037615171174e+17,0,-6.458130419316621,-93.98853149777777,-93.98853149777784,,,,,,0.05
modified_bessel_k0,torch,f32,609,6.524342629500301,4.721438741030923,0.8283460803357318,0.44499178981937604,0.0,4.140815354602978e-06,0,1.0000001192092896,0.4210245609283447,0.4210243664877823,0,0,0,1.3e-06,0.001,2.69
modified_bessel_k0,scipy,f32,609,0.4997935206179363,0.4954985777525106,0.25194365655603074,0.0,0.0,9.495135344650407e-07,0,3.0192959457053803e-06,12.82641887664795,12.826418400007706,,,,,,2.69
modified_bessel_k0,torch,f64,609,6.5712395301250215,4.505423390273066,0.9528608888736125,0.47783251231527096,0.0,1.2434497875801753e-14,0,2.2682022025779995e-07,15.415039630149622,15.415039630149634,0,0,0,1e-07,1e-05,2.47
modified_bessel_k0,scipy,f64,609,6.5712395301250215,5.272458345115587,1.1299323470516776,0.5385878489326765,0.0,1.4210854715202004e-14,0,2.2682022025779995e-07,15.415039630149622,15.415039630149634,,,,,,2.46
modified_bessel_k1,torch,f32,609,2.67348336628112,1.8162698394173604,0.3628276549676429,0.10837438423645321,0.0,3.717804566025734,0,1.4145662784576416,0.314035028219223,0.31403494854320985,0,0,0,1.3e-06,0.001,6.45
modified_bessel_k1,scipy,f32,609,0.49961851399370694,0.49735867697184594,0.26127559124292377,0.0,0.0,3.717804566025734,0,0.02501247264444828,39.92621612548828,39.92621803138166,,,,,,6.44
modified_bessel_k1,torch,f64,609,3.1449324045110325,2.1883733160544843,0.4167938435339805,0.1412151067323481,0.0,1.4901161193847656e-08,0,1.6472295684338711,0.2252446959916894,0.22524469599168948,0,0,0,1e-07,1e-05,6.31
modified_bessel_k1,scipy,f64,609,4.121645152287849,2.079118690242025,0.450859070534838,0.16584564860426929,0.0,1.4901161193847656e-08,0,1.2147656240015248,0.42468229985273975,0.42468229985273953,,,,,,6.31
scaled_modified_bessel_k0,torch,f32,609,5.098948073361182,4.24894040080758,0.7641423392838147,0.38587848932676516,0.0,4.10330091504818e-06,0,1.096646785736084,1.0997860431671143,1.099785435325137,0,0,0,1.3e-06,1e-05,1.88
scaled_modified_bessel_k0,scipy,f32,609,0.49993802409119265,0.4925335338219464,0.25667027829945643,0.0,0.0,9.425004741103749e-07,0,0.0005860660457983613,7.562440872192383,7.5624411105814096,,,,,,1.87
scaled_modified_bessel_k0,torch,f64,609,6.528645197744813,4.1124402762154615,0.7646112891172763,0.3842364532019704,0.0,1.0658141036401503e-14,0,0.000767022340224364,7.294520279858777,7.294520279858784,0,0,0,1e-07,1e-07,1.86
scaled_modified_bessel_k0,scipy,f64,609,6.664941086947505,5.5245564094062765,0.8425444070143409,0.4236453201970443,0.0,1.0658141036401503e-14,0,0.28560091818661854,1.886337901686381,1.8863379016863795,,,,,,1.85
scaled_modified_bessel_k1,torch,f32,609,2.713990845949103,1.9380417702400161,0.47322688036123156,0.20525451559934318,0.0,4.2290434539318085,0,0.9331466555595398,1.717751383781433,1.7177510602485124,0,0,0,1.3e-06,1e-05,4.66
scaled_modified_bessel_k1,scipy,f32,609,0.49997521553781443,0.49304630049229686,0.25758431164386003,0.0,0.0,3.99724243581295,0,1000000.0,0.0012533145491033792,0.0012533146073081549,,,,,,4.66
scaled_modified_bessel_k1,torch,f64,609,2.5293426437381386,2.0056549720586996,0.5292130294364228,0.19540229885057472,0.0,1.4901161193847656e-08,0,0.8379253746576961,1.8548395121813679,1.8548395121813686,0,0,0,1e-07,1e-07,4.66
scaled_modified_bessel_k1,scipy,f64,609,2.795665879141686,2.170656521613599,0.5228720207389405,0.2019704433497537,0.0,1.4901161193847656e-08,0,0.01835578469284381,55.444842138281025,55.444842138281004,,,,,,4.65
spherical_bessel_j0,torch,f32,616,0.8630736387840757,0.7376191415863137,0.12649150574090737,0.0,0.0,5.1443197701672716e-08,0,-0.818546712398529,0.8920121788978577,0.89201212745466,0,0,0,1.3e-06,1e-05,0.02
spherical_bessel_j0,scipy,f32,616,1.1186754025042636,0.9784562158401067,0.15499575431592308,0.00974025974025974,0.0,6.66782500324814e-08,0,-0.009047357365489006,0.9999862909317017,0.9999863576099517,,,,,,0.02
spherical_bessel_j0,torch,f64,616,0.9668968700220333,0.858081570237552,0.25632538755379647,0.0,0.0,1.1102230246251565e-16,0,-448.9251258218608,0.0007062556989594974,0.0007062556989594975,0,0,0,1e-07,1e-07,0.02
spherical_bessel_j0,scipy,f64,616,1.4053412684918363,1.1031899532171845,0.33981884569643245,0.024350649350649352,0.0,1.1102230246251565e-16,0,-1.221677348996793e-07,0.9999999999999977,0.9999999999999976,,,,,,0.02
airy_ai,torch,f32,619,12370.824159524953,119.33080340308994,0.4022247169590592,0.1583198707592892,0.061389337641357025,2.2736111261884018e-06,0,-2.3388960361480713,-0.0005522726569324732,-0.000552992733670371,0,0,0,1.3e-06,0.001,0.13
airy_ai,scipy,f32,619,0.49891800884231857,0.4945808284752607,0.2504092259024418,0.0,0.0,2.8367954651997707e-08,0,4.988098953617737e-05,0.3550151288509369,0.3550151437198522,,,,,,0.13
airy_ai,torch,f64,619,6087181417201.831,2465510.305051575,0.5213734892570783,0.22617124394184168,0.08562197092084006,1.8614199362998463e-06,0,-2.3388959763083452,-0.000552290799905655,-0.0005529507734373394,0,3,0,1e-07,1e-05,0.13
airy_ai,scipy,f64,619,748.831532457679,95.36603781684491,0.5312336213663469,0.2455573505654281,0.07431340872374798,3.552713678800501e-15,0,-2.3388959763083452,-0.0005529507734372582,-0.0005529507734373394,,,,,,0.12
polygamma_1,torch,f32,616,3432765.6681443476,106186.48951313041,0.7179859925165984,0.3957307060755337,0.14942528735632185,1.014120389513147e+31,7,-60618.98828125,8961.2236328125,7285.068521413893,0,86,86,1.3e-06,1e-05,3.31
polygamma_1,scipy,f32,616,1.2183187282529926e-08,7.625319368015023e-09,1.6421675550529713e-09,0.0,0.0,2.0,7,-9.047356996916278e-08,122167741527914.03,122167741527914.14,,,,,,3.33
polygamma_1,torch,f64,616,4020612.7114080437,3104093.4235322396,2.6474005579846063,0.6732348111658456,0.45648604269293924,9.9792015476736e+291,7,0.9047357242349293,1.9074856066876746,1.9074856057949192,0,0,0,1e-07,1e-07,3.42
polygamma_1,scipy,f64,616,6.052544729631531,3.6999490502779655,0.8415786021490689,0.4400656814449918,0.0,2.0,7,-9.047357242349293e-08,122167734899680.86,122167734899680.95,,,,,,3.43
polygamma_2,torch,f32,616,25.358249156605456,0.8750366901491337,0.24636600117743312,0.003284072249589491,0.0016420361247947454,2.4817024739835904e+16,7,-0.4961947500705719,-0.09271088242530823,-0.0927106934916291,0,0,0,1.3e-06,1e-05,3.54
polygamma_2,scipy,f32,616,3.153093378539342e-08,9.95821728930522e-09,8.865436643824597e-10,0.0,0.0,32.0,7,-13.503140449523926,-0.6169893478814626,-0.6169893478814608,,,,,,3.51
polygamma_2,torch,f64,616,319.34832510990975,3.8789298545356727,0.4903764983769954,0.2594417077175698,0.003284072249589491,16.0,7,-0.4961947603002898,-0.0927126730154856,-0.09271267301548117,0,0,0,1e-07,1e-07,3.7
polygamma_2,scipy,f64,616,319.34832510990975,3.8789298545356727,0.4955685262614408,0.2660098522167488,0.003284072249589491,16.0,7,-0.4961947603002898,-0.0927126730154856,-0.09271267301548117,,,,,,3.68
zeta,torch,f32,539,0.49945636521216424,0.49094396075548047,0.1931188457542721,0.0,0.0,0.4227843265980482,0,1.0000468492507935,21345.63671875,21345.635743249288,0,0,0,1.3e-06,1e-05,0.31
zeta,scipy,f32,539,0.49945636521216424,0.49094396075548047,0.1931188457542721,0.0,0.0,0.4227843265980482,0,1.0000468492507935,21345.63671875,21345.635743249288,,,,,,0.3
zeta,jax,f32,539,2.5427960618291343,1.48364752002624,0.3172859086728604,0.13543599257884972,0.0,0.5772156734019518,0,1.7553186416625977,1.9532772302627563,1.9532775333876684,,,,,,0.4
zeta,torch,f64,570,3.3173379314658846,2.0423872131257377,0.443227638395175,0.1543859649122807,0.0,0.25,0,2.5030090744981273,1.3403243458246576,1.340324345824657,0,0,0,1e-07,1e-07,0.39
zeta,scipy,f64,570,3.3173379314658846,2.0423872131257377,0.443227638395175,0.1543859649122807,0.0,0.25,0,2.5030090744981273,1.3403243458246576,1.340324345824657,,,,,,0.39
zeta,jax,f64,570,2.3174936297588937,1.756838219895595,0.3983402591281856,0.10701754385964912,0.0,1.0,0,1.1561910316624155,6.990885653356678,6.990885653356676,,,,,,0.45
gelu,torch,f32,619,16273404.534379998,9526494.161170602,0.3034018721894149,0.0791599353796446,0.0420032310177706,4.920449292455942e-07,0,-8.46579647064209,-0.0,-1.0768835784857332e-16,84,0,0,1.3e-06,1e-05,0.05
gelu,jax,f32,619,4518074.277740353,65.18823965250753,0.29803747858913643,0.0888529886914378,0.024232633279483037,3.4369205081929977e-07,0,-13.193235397338867,-0.0,-6.331170547103013e-39,,,,,,0.08
gelu,torch,f64,619,8982959308121118.0,7463809468218255.0,0.33132312256538027,0.09369951534733441,0.05977382875605816,8.881784197001252e-16,0,-16.469978610529328,-0.0,-4.965014445343267e-60,3,0,0,1e-07,1e-07,0.04
gelu,jax,f64,619,2251799813685248.0,462.3551092685024,0.3288243148878698,0.0888529886914378,0.050080775444264945,8.881784197001252e-16,0,-2.2250738585072014e-308,-0.0,-1.1125369292536007e-308,,,,,,0.07
gelu_tanh,torch,f32,619,16529592.638426473,9720144.380144564,0.27609497033610425,0.06785137318255251,0.03231017770597738,2.88193148456628e-07,0,-7.301969051361084,-0.0,-5.469183425562251e-17,17,0,0,1.3e-06,1e-05,0.04
gelu_tanh,jax,f32,619,16529592.638426473,10598976.98452049,0.2941230847708104,0.0840064620355412,0.0420032310177706,2.88193148456628e-07,0,-7.301969051361084,-0.0,-5.469183425562251e-17,,,,,,0.1
gelu_tanh,torch,f64,619,8874249620115425.0,5742740746344044.0,0.30579556872355057,0.07754442649434572,0.048465266558966075,4.440892098500626e-16,0,-7.301969120120785,-0.0,-5.469178584751152e-17,9,0,0,1e-07,1e-07,0.04
gelu_tanh,jax,f64,619,4.515177860981402e+17,5742740746344044.0,0.3180194187697658,0.09208400646203554,0.05654281098546042,3.552713678800501e-15,0,-7.301969120120785,-2.8373849847909967e-15,-5.469178584751152e-17,,,,,,0.09
silu,torch,f32,619,4069319.4207242546,1.3813533664759605,0.32304315420696267,0.045234248788368334,0.0032310177705977385,7.081060715563581e-07,0,-92.58810424804688,-0.0,-5.702331055108052e-39,7,0,0,1.3e-06,1e-05,0.02
silu,jax,f32,619,4194304.0,1.7717217513337182,0.36465796186897736,0.08239095315024232,0.009693053311793215,7.273386204431631e-07,0,-1.1754943508222875e-38,-0.0,-5.877471754111438e-39,,,,,,0.05
silu,torch,f64,619,1.711126502200264,1.3795866301383033,0.31523515849754735,0.051696284329563816,0.0,7.105427357601002e-15,0,-0.00022275429519995563,-0.00011136474273102162,-0.0001113647427310216,5,0,0,1e-07,1e-07,0.02
silu,jax,f64,619,2251799813685248.0,1.7900664323455326,0.39236214215619597,0.10662358642972536,0.006462035541195477,7.105427357601002e-15,0,-2.2250738585072014e-308,-0.0,-1.1125369292536007e-308,,,,,,0.06
mish,torch,f32,619,145.26507326669505,1.3107359137590968,0.3277985287777943,0.048465266558966075,0.0032310177705977385,4.052123951936437e-07,0,-100.0,-3.923635700109488e-42,-3.720075976020836e-42,239,0,0,1.3e-06,1e-05,0.04
mish,jax,f32,619,5033164.8,2.8950252207633134,0.5317952003340808,0.22778675282714056,0.009693053311793215,9.067908797177893e-07,0,-1.1754943508222875e-38,-0.0,-7.052966104933725e-39,,,,,,0.09
mish,torch,f64,619,1.5125693488803384,1.214938135713641,0.33518069174259923,0.033925686591276254,0.0,1.7763568394002505e-15,0,1.599607301861488e-07,9.597644629966845e-08,9.597644629966848e-08,246,0,0,1e-07,1e-07,0.04
mish,jax,f64,619,2702159776422297.5,2.9860941082782397,0.5667388504782055,0.24717285945072698,0.006462035541195477,1.4210854715202004e-14,0,-2.2250738585072014e-308,-0.0,-1.335044315104321e-308,,,,,,0.08
softplus,torch,f32,619,0.9120026065834733,0.8345760531777565,0.23773343422726465,0.0,0.0,4.2020820600896513e-07,0,-7.261723041534424,0.0007016513263806701,0.0007016513794662085,30,0,0,1.3e-06,1e-05,0.04
softplus,jax,f32,619,500223.16265403345,1.3140334797374067,0.2734035147733531,0.029079159935379646,0.0032310177705977385,4.2020820600896513e-07,0,-90.15612030029297,0.0,7.009619496468003e-40,,,,,,0.08
softplus,torch,f64,619,113498.23766728715,0.9563549811298252,0.2419904709835357,0.009693053311793215,0.008077544426494346,4.0322589711649925e-10,0,21.63152207805318,21.63152207805318,21.631522078456406,15,0,0,1e-07,1e-07,0.03
softplus,jax,f64,619,7106.220985862995,1.2014491308168176,0.29726553642328735,0.04038772213247173,0.0016155088852988692,4.440892098500626e-16,0,-735.5713460467948,0.0,3.511e-320,,,,,,0.07
logsigmoid,torch,f32,619,0.9988109393734,0.8404804292468426,0.24333403423859454,0.0,0.0,4.2020820600896513e-07,0,-0.00036153304972685874,-0.6933280229568481,-0.6933279634230769,0,0,0,1.3e-06,1e-05,0.03
logsigmoid,jax,f32,619,500223.16265403345,1.3140334797374067,0.2734035147733531,0.029079159935379646,0.0032310177705977385,4.2020820600896513e-07,0,90.15612030029297,-0.0,-7.009619496468003e-40,,,,,,0.07
logsigmoid,torch,f64,619,1.0949794848614403,0.9563549811298252,0.2412356271912133,0.0032310177705977385,0.0,4.440892098500626e-16,0,-0.003794662339836552,-0.6950463116615677,-0.6950463116615678,0,0,0,1e-07,1e-07,0.03
logsigmoid,jax,f64,619,7106.220985862995,1.2014491308168176,0.29771614240216787,0.04038772213247173,0.0016155088852988692,4.440892098500626e-16,0,735.5713460467948,-0.0,-3.511e-320,,,,,,0.06
elu,torch,f32,619,0.6859089464620501,0.4837957074830183,0.0,0.0,0.0,4.08833591425406e-08,0,-17.012542724609375,-1.0,-0.9999999591166409,6,0,0,1.3e-06,1e-05,0.03
elu,jax,f32,619,8388607.0,2.5247316652231446,0.0,0.08562197092084006,0.0032310177705977385,5.3581680925507413e-08,0,1.1754942106924411e-38,0.0,1.1754942106924411e-38,,,,,,0.06
elu,torch,f64,619,0.9902292097118769,0.48329711887709564,0.0,0.0,0.0,1.1102230246251565e-16,0,-36.74661940736688,-1.0,-0.9999999999999999,3,0,0,1e-07,1e-07,0.02
elu,jax,f64,619,4503599627370495.0,1.9531022591791471,0.0,0.07754442649434572,0.0032310177705977385,1.1102230246251565e-16,0,2.225073858507201e-308,0.0,2.225073858507201e-308,,,,,,0.06
selu,torch,f32,619,1.1282971599363953,0.9635258824846729,0.32563076975708705,0.0032310177705977385,0.0,4.746568265545648e-06,0,-0.14361196756362915,-0.23519182205200195,-0.2351918388649398,6,0,0,1.3e-06,1e-05,0.04
selu,jax,f32,619,8813917.657437095,2.752911588958261,0.43163069802359305,0.1050080775444265,0.0032310177705977385,4.746568265545648e-06,0,1.1754942106924411e-38,0.0,1.235092927805199e-38,,,,,,0.07
selu,torch,f64,619,2.3832898995790517,1.7791090119468786,0.5204646127922319,0.20678513731825526,0.0,1.4210854715202004e-14,0,-6.496942604146125e-05,-0.00011421899468728467,-0.0001142189946872847,3,0,0,1e-07,1e-07,0.03
selu,jax,f64,619,4731936575131953.0,2.6870329361501253,0.4093908519705986,0.1938610662358643,0.0032310177705977385,1.4210854715202004e-14,0,2.225073858507201e-308,0.0,2.3378873000723846e-308,,,,,,0.07
